SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",2710,3760,3560,3720,3290,2900,2250,3100,2260,1830,1550,1380,1280,1250,1370,1260,470,900,1330
2201,Ireland,110,110,120,140,160,160,210,430,310,150,100,60,80,80,90,100,30,70,100
2301,Austria,20,30,30,20,30,20,10,10,10,10,10,10,10,20,0,10,0,10,10
2302,Belgium,10,10,20,20,30,20,30,20,40,20,30,30,40,30,20,30,10,20,20
2303,France,70,100,90,110,130,100,120,140,150,200,150,160,170,160,210,200,40,70,170
2304,Germany,200,230,260,290,250,210,190,210,210,180,170,200,200,180,180,200,40,120,160
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Netherlands,100,90,120,130,90,110,90,80,70,60,60,70,90,70,60,70,20,30,50
2311,Switzerland,30,30,30,40,40,30,30,30,30,30,20,30,30,30,30,20,10,20,30
2401,Denmark,20,30,30,20,30,30,10,20,30,20,10,20,20,20,20,20,10,20,20
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,20,0,0,10
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2406,Norway,40,40,40,40,30,20,20,20,20,20,20,10,10,10,20,10,10,20,10
2407,Sweden,40,50,50,70,50,30,20,30,50,40,40,30,10,20,40,20,10,20,40
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,70,90,100,100,100,90,80,160,210,220,220,190,130,120,140,140,30,80,120
3105,Malta,0,0,10,10,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0
3106,Portugal,10,10,20,20,10,10,20,20,10,30,10,10,10,10,10,20,0,10,10
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,20,20,40,30,50,50,70,40,60,70,70,70,50,60,60,50,20,20,50
3201,Albania,20,20,20,30,30,40,20,30,30,40,30,20,30,30,40,20,0,20,30
3202,Bosnia/Herzegov,20,20,30,10,20,20,10,20,10,30,20,20,10,20,20,0,10,10,10
3203,Bulgaria,10,10,10,20,10,20,10,10,20,10,10,20,10,10,10,10,0,10,10
3204,Croatia,40,20,30,20,20,30,20,10,20,20,30,20,20,20,20,20,10,10,20
3205,Cyprus,10,10,10,10,10,0,0,10,10,10,0,10,10,0,0,10,0,0,10
3206,North Macedonia,10,10,20,10,10,10,0,20,10,10,10,10,10,10,10,10,0,0,0
3207,Greece,60,50,50,40,40,60,80,110,110,110,50,60,60,40,30,50,10,20,40
3208,Moldova,0,10,10,10,0,10,0,10,0,0,0,10,0,0,10,0,0,10,10
3211,Romania,30,20,50,30,30,50,30,40,50,20,30,10,20,10,10,30,10,10,10
3212,Slovenia,10,10,10,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0,0
3214,Montenegro,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,20,30,20,20,30,20,20,20,40,30,20,30,20,20,20,0,20,10
3216,Kosovo,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,10,0,0,0,0,0,10,10,10,10,10,10,10,10,0,0,10
3302,Czechia,10,20,20,10,10,20,10,20,10,10,10,20,20,10,10,10,10,10,10
3303,Estonia,10,10,10,10,20,10,10,20,30,20,30,20,30,20,20,20,0,10,10
3304,Hungary,20,10,30,10,10,30,20,20,30,30,40,60,40,30,30,20,10,20,30
3305,Latvia,10,20,10,10,10,20,20,10,20,10,10,0,10,10,10,10,0,0,0
3306,Lithuania,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,10
3307,Poland,110,100,110,70,80,90,60,70,80,70,50,60,50,60,50,70,10,30,40
3308,Russia,50,80,70,110,100,100,70,90,110,90,60,60,70,80,60,60,10,60,120
3311,Slovakia,10,10,0,10,10,10,10,10,10,20,20,20,0,10,10,10,0,0,10
3312,Ukraine,40,40,30,40,40,30,30,40,30,50,50,40,40,90,40,40,10,250,90
4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
4102,Egypt,30,70,50,50,40,90,60,90,120,70,100,90,80,100,110,130,30,110,130
4103,Libya,0,0,10,0,0,10,30,0,10,10,0,0,10,0,0,0,0,0,10
4104,Morocco,0,0,10,0,0,0,0,10,10,0,10,10,20,10,10,20,0,10,10
4105,Sudan,410,250,140,90,90,40,50,60,50,50,30,50,50,30,30,20,10,20,30
4106,Tunisia,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,10,10,40,30,30,30,10,10,0,10,20
4201,Bahrain,0,10,10,10,0,0,0,0,0,0,10,10,10,10,0,0,10,0,10
4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,120,110,220,190,250,200,210,350,410,350,360,270,310,280,320,340,60,310,460
4204,Iraq,50,70,60,70,170,120,190,80,80,100,110,70,110,60,60,90,20,70,40
4205,Israel,20,30,10,20,20,30,20,30,30,20,20,20,40,10,30,20,10,10,10
4206,Jordan,20,10,10,10,20,20,20,30,30,10,20,40,20,40,30,40,0,20,30
4207,Kuwait,0,10,10,10,30,40,40,40,20,20,40,30,40,40,40,40,10,30,50
4208,Lebanon,50,80,80,40,60,30,40,50,50,50,50,40,70,50,40,80,30,60,50
4211,Oman,10,10,10,10,10,20,10,10,30,30,40,50,20,30,30,10,0,20,20
4212,Qatar,10,0,0,10,10,0,0,0,0,0,0,0,20,20,10,20,0,10,20
4213,Saudi Arabia,30,50,60,150,310,230,240,340,340,400,320,210,220,200,260,170,20,140,190
4214,Syria,20,10,10,20,20,20,10,20,10,30,80,350,480,120,40,130,10,90,130
4215,Turkey,30,30,30,20,40,30,30,30,30,20,20,20,30,30,30,30,20,30,60
4216,Unit Arab Emir,20,20,40,50,60,50,10,30,40,50,60,70,100,110,140,100,30,70,100
4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
5101,Myanmar,10,20,90,140,130,130,100,200,180,120,140,170,130,160,230,130,20,140,230
5102,Cambodia,100,80,100,100,90,140,110,140,110,140,140,140,140,170,170,180,30,150,180
5103,Laos,20,20,20,20,30,30,20,50,20,50,40,40,40,40,30,40,0,50,30
5104,Thailand,170,200,200,190,220,200,160,210,190,210,200,240,230,190,230,220,60,280,490
5105,Vietnam,230,350,480,500,610,510,430,470,530,700,660,780,780,800,890,1050,110,1000,1420
5201,Brunei,0,20,10,20,10,10,10,0,10,10,10,10,20,10,10,10,0,10,10
5202,Indonesia,210,290,420,390,330,360,310,370,290,360,360,340,300,330,270,250,30,260,520
5203,Malaysia,750,720,850,910,920,990,820,760,750,770,740,790,720,680,690,550,80,490,530
5204,Philippines,280,530,770,860,770,770,730,820,1020,1030,940,860,790,840,1100,1060,180,950,2120
5205,Singapore,260,310,290,340,280,270,220,240,250,290,270,240,250,190,250,180,60,260,240
5206,Timor-Leste,0,0,0,10,10,20,10,10,10,20,20,10,10,10,10,110,0,110,100
6101,China,1760,2470,2930,3230,3250,3820,2640,2590,2740,3350,4050,4260,4340,3780,3570,3410,290,2660,4270
6102,Hong Kong,360,310,390,370,400,450,440,400,470,610,510,500,440,420,540,600,90,960,740
6103,Macau,0,0,10,10,10,20,10,10,10,20,20,20,20,10,20,10,0,20,10
6104,Mongolia,10,10,10,10,30,20,20,20,20,30,20,30,20,20,20,20,0,10,40
6105,Taiwan,100,140,170,140,180,170,190,500,760,680,590,460,410,340,250,180,30,200,290
6201,Japan,280,310,280,270,250,200,190,190,200,180,180,170,180,140,180,150,30,180,250
6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,"Korea, South",380,570,770,730,740,730,590,580,500,420,380,350,320,360,290,250,20,180,210
7101,Bangladesh,60,90,150,140,180,370,260,370,290,260,280,160,240,220,190,220,20,200,390
7102,Bhutan,10,0,0,10,200,160,260,170,150,130,70,110,140,100,100,100,0,30,80
7103,India,1140,1710,2680,3540,5050,3090,1500,1810,2180,2430,2990,3000,3000,3970,5380,5940,460,4820,8550
7104,Maldives,10,10,10,10,10,10,10,20,20,0,10,10,0,10,0,20,0,10,20
7105,Nepal,20,30,50,170,420,180,190,170,230,280,270,370,710,770,930,930,30,970,1470
7106,Pakistan,120,110,160,190,190,230,240,280,390,530,530,410,550,570,580,540,120,470,780
7107,Sri Lanka,130,200,220,300,300,450,310,510,390,280,330,300,360,410,510,620,50,550,1070
7201,Afghanistan,120,390,450,340,200,250,380,240,310,800,500,440,410,550,520,430,200,590,770
7202,Armenia,0,20,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,10,10
7203,Azerbaijan,0,0,0,0,0,10,0,10,10,0,0,0,10,0,0,0,0,0,0
7204,Georgia,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0
7205,Kazakhstan,10,0,10,10,10,10,10,20,0,10,10,10,20,10,10,10,0,20,20
7206,Kyrgyzstan,0,10,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,10,50,10,20,20,10,10,30,10,10,10,10,10,10,10,10,0,10,10
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,180,180,210,240,220,190,180,200,190,180,130,150,150,190,210,200,70,160,150
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,380,480,460,460,480,410,450,510,490,450,390,430,380,440,390,380,160,250,360
8201,Argentina,30,30,20,20,20,20,20,30,40,40,20,20,10,20,40,60,10,50,160
8202,Bolivia,0,0,0,10,10,0,10,10,10,0,0,0,10,10,0,10,0,0,0
8203,Brazil,30,60,70,90,70,90,60,50,100,350,200,330,120,200,250,250,20,280,740
8204,Chile,10,30,70,50,40,30,30,50,20,20,30,30,30,30,40,40,10,50,130
8205,Colombia,10,30,40,60,90,80,80,70,60,80,80,80,80,80,120,210,10,130,1340
8206,Ecuador,10,0,0,10,0,10,0,10,10,20,10,0,10,10,0,10,0,10,50
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,Peru,10,30,60,40,20,30,20,20,20,20,10,10,10,20,10,30,0,30,110
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10
8216,Venezuela,10,20,50,60,30,90,60,70,60,40,40,30,20,10,20,50,10,30,120
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
8303,El Salvador,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,20
8304,Guatemala,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10
8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30
8306,Mexico,10,30,40,70,40,70,60,40,40,40,30,30,30,20,30,30,0,30,70
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",90,0,10,0,0,10,20,20,0,0,0,0,10,0,10,0,0,10,0
9108,"Congo, Dem Rep",0,20,130,60,30,130,60,40,40,100,50,50,30,50,160,60,10,20,30
9111,Cote d'Ivoire,20,10,20,10,10,30,0,0,0,10,10,0,10,0,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,20,20,20,10,20,10,20,10,20,30,30,30,30,30,20,20,10,30,70
9116,Guinea,20,10,20,20,10,30,0,10,0,10,10,10,20,0,10,0,0,20,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,140,80,110,20,40,70,10,40,20,40,20,20,30,10,10,10,10,10,20
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,10,30,40,20,30,60,30,40,60,70,70,100,100,110,110,100,20,180,340
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Sierra Leone,70,20,30,20,40,30,0,10,10,10,10,0,10,0,0,0,0,10,0
9128,Togo,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,10,10,20,20,0,10,10,10,10,10,10,0,10,10,0,10,0,10,10
9203,Burundi,40,80,20,40,40,20,10,20,20,30,30,50,10,20,30,40,10,10,20
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,10,0,10,10,10,10,10,70,10,10,20,40,50,30,30,50,0,10,10
9207,Ethiopia,60,30,30,30,40,60,90,110,30,50,100,80,60,40,40,50,10,50,50
9208,Kenya,110,110,90,80,110,110,70,70,130,150,190,200,300,210,260,160,10,230,480
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
9213,Malawi,10,0,10,10,10,10,10,20,10,30,10,10,10,10,10,10,0,0,0
9214,Mauritius,10,10,10,20,30,10,10,10,10,10,10,20,10,10,20,10,0,10,20
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9217,Namibia,0,10,0,0,0,0,10,10,0,10,0,0,10,0,10,10,0,10,10
9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,Rwanda,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,10,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0
9224,Somalia,50,20,20,20,20,30,10,20,20,20,30,20,0,0,10,0,10,0,0
9225,South Africa,400,510,570,590,700,470,400,510,390,280,240,240,340,410,560,560,140,420,670
9226,Eswatini,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
9227,Tanzania,30,70,20,30,20,10,30,20,20,20,30,20,20,10,60,30,0,10,20
9228,Uganda,20,10,40,30,20,10,20,10,20,20,30,20,20,20,20,30,0,20,10
9231,Zambia,10,20,30,20,10,20,30,20,20,20,10,10,10,10,20,20,0,10,20
9232,Zimbabwe,120,140,110,130,90,90,70,100,80,70,60,70,70,80,80,80,20,90,180
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
