SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
2303,France,720,800,790,1030,1180,1620,1490,1110,1200,1350,1370,1500,1680,1790,2020,1780,1170,1350,970
2304,Germany,990,1080,1020,1610,1270,1300,1380,1150,1190,1250,1220,1630,1810,1470,1630,1260,700,890,760
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,10,0,0,10,0,0,10,10,0,10,0,10,10,10,0,10,0,10
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0
2308,Netherlands,330,370,370,490,430,390,420,370,320,410,380,420,590,560,670,440,360,370,290
2311,Switzerland,220,230,270,260,290,240,250,270,290,210,180,200,200,230,240,190,150,170,140
2401,Denmark,140,190,160,170,200,150,160,140,150,160,170,160,150,160,170,110,90,120,90
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,70,100,80,100,110,120,110,90,130,80,120,120,120,160,130,120,100,90,40
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,10,10,0,10,20,10,10,10,10,10,20,20,10,10,10,10,0,10,0
2406,Norway,290,270,220,200,200,180,170,160,140,150,150,110,140,140,180,120,90,70,60
2407,Sweden,290,340,360,370,350,380,440,320,360,390,390,430,470,390,430,360,210,250,180
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,410,450,400,490,470,520,480,490,610,860,1040,1130,1230,1200,1250,1040,590,780,540
3105,Malta,80,50,50,50,60,50,50,50,60,50,50,50,30,40,30,40,30,20,40
3106,Portugal,150,120,120,120,130,100,110,80,90,100,130,130,170,140,160,150,90,140,110
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,200,190,220,290,210,190,220,200,250,360,350,440,540,630,710,600,390,540,340
3201,Albania,10,0,10,10,10,10,10,0,10,0,10,20,10,20,20,20,20,30,20
3202,Bosnia/Herzegov,120,130,130,140,150,110,110,110,110,120,100,110,90,90,90,80,80,140,140
3203,Bulgaria,30,60,50,50,30,40,30,30,30,30,30,40,40,50,50,40,30,80,40
3204,Croatia,190,200,180,190,180,150,130,170,140,140,130,140,140,110,110,90,90,210,190
3205,Cyprus,100,60,80,70,50,60,60,40,40,50,40,60,50,50,50,40,30,60,50
3206,North Macedonia,160,160,140,140,160,110,120,110,140,170,120,130,110,150,120,340,100,120,170
3207,Greece,350,330,270,280,230,220,190,160,170,230,280,230,260,270,260,260,220,300,380
3208,Moldova,10,10,10,0,10,10,0,0,10,10,0,10,10,0,10,0,10,10,10
3211,Romania,80,100,100,120,80,110,100,70,70,80,80,100,80,90,100,70,70,80,70
3212,Slovenia,30,20,20,40,30,30,20,20,30,20,20,30,30,30,20,20,10,30,20
3214,Montenegro,0,0,0,10,10,10,10,0,0,0,10,0,10,10,10,10,10,10,10
3215,Serbia,30,20,60,70,70,70,80,50,90,70,60,80,60,100,70,60,110,150,110
3216,Kosovo,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0
3301,Belarus,10,10,0,20,10,10,10,10,10,10,10,20,10,20,20,20,10,20,10
3302,Czechia,360,340,310,310,340,290,310,250,220,220,240,240,240,300,280,240,140,140,120
3303,Estonia,20,20,30,30,40,60,80,70,70,110,120,130,120,130,170,150,50,60,40
3304,Hungary,140,120,110,130,120,120,120,100,110,120,130,120,100,130,130,110,70,80,70
3305,Latvia,40,40,40,40,30,20,20,20,20,40,30,20,30,30,30,10,10,20,30
3306,Lithuania,40,50,20,20,30,20,20,40,40,50,40,70,60,90,100,110,80,50,40
3307,Poland,350,370,440,400,330,330,330,290,290,310,310,320,330,340,440,370,260,330,230
3308,Russia,200,210,140,230,200,150,170,160,160,180,200,210,220,220,250,210,210,230,190
3311,Slovakia,180,190,160,190,180,140,130,110,110,120,120,150,160,170,180,160,90,100,70
3312,Ukraine,120,130,120,110,120,70,100,80,80,70,90,80,110,100,120,100,80,110,100
4101,Algeria,30,30,30,20,20,30,30,20,30,10,20,30,30,30,20,20,30,20,20
4102,Egypt,140,130,160,140,170,180,190,160,140,140,170,190,170,200,170,160,160,210,210
4103,Libya,20,10,30,20,20,20,20,30,90,70,30,10,20,10,20,10,10,20,20
4104,Morocco,30,20,20,30,30,20,30,20,20,20,30,20,30,30,30,20,20,40,40
4105,Sudan,30,50,60,70,70,50,60,60,60,50,40,50,50,50,60,110,60,60,50
4106,Tunisia,10,10,0,10,10,20,10,10,10,10,10,10,10,10,0,0,10,10,10
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,0
4201,Bahrain,20,20,20,30,10,20,20,10,10,20,20,10,20,20,20,20,20,10,10
4202,Gaza Str/W Bank,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,230,300,320,350,300,290,280,240,320,520,480,470,440,370,290,320,290,450,380
4204,Iraq,190,210,170,210,270,270,260,290,290,300,230,220,240,330,300,250,210,320,280
4205,Israel,140,160,150,200,220,170,190,170,160,140,120,140,150,200,200,120,80,220,110
4206,Jordan,120,140,120,120,120,130,120,110,120,160,120,120,120,110,120,90,60,100,120
4207,Kuwait,70,80,70,50,70,50,70,60,90,90,60,80,70,90,90,90,50,60,50
4208,Lebanon,630,560,470,620,780,720,690,520,480,450,470,500,520,470,440,320,300,400,580
4211,Oman,10,10,10,10,20,20,10,20,30,30,30,40,40,30,50,60,30,30,30
4212,Qatar,10,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,20,20,20
4213,Saudi Arabia,50,90,160,140,390,560,1030,1040,830,710,690,770,600,540,620,730,650,440,420
4214,Syria,80,70,70,80,60,70,70,40,30,40,40,40,50,60,60,50,40,90,90
4215,Turkey,310,270,300,310,300,300,380,320,380,360,380,320,320,330,360,300,230,380,380
4216,Unit Arab Emir,30,40,50,60,50,80,90,80,70,110,100,80,70,90,90,120,80,130,120
4217,Yemen,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,10,10,10,10
5101,Myanmar,70,50,50,50,60,70,90,90,120,140,160,130,140,120,150,180,130,80,90
5102,Cambodia,90,70,110,110,70,80,90,90,100,90,100,110,120,130,160,160,160,170,170
5103,Laos,60,50,50,60,50,60,80,50,50,50,80,50,50,70,80,80,70,60,50
5104,Thailand,1420,1260,1220,1270,1310,1690,1830,1660,1550,1450,1480,1460,1620,1810,1820,2120,1050,790,850
5105,Vietnam,710,750,710,830,770,960,1190,1040,990,1060,1020,1110,1130,1390,1480,2050,1310,1580,1300
5201,Brunei,20,20,20,50,30,20,30,30,20,30,40,40,40,50,80,40,20,10,30
5202,Indonesia,2270,1950,1560,1500,1440,1690,1820,1640,1730,1800,1590,1480,1410,1540,1690,2080,1120,1280,1120
5203,Malaysia,1250,1240,1150,1220,1260,1390,1300,1270,1440,1490,1430,1390,1520,1810,2150,2100,1310,1230,1150
5204,Philippines,1280,1600,1730,1450,1370,1300,1430,1000,1160,1090,1280,1210,1320,1450,1750,1550,990,1760,1540
5205,Singapore,750,880,770,850,780,850,850,740,800,900,690,710,650,770,830,940,450,520,510
5206,Timor-Leste,40,30,30,20,20,40,30,20,20,20,30,20,20,20,20,20,10,10,20
6101,China,5610,5610,5970,6630,7680,10120,11010,11210,10240,9370,9890,10140,11320,15570,21410,32250,21550,11960,9970
6102,Hong Kong,1920,2040,1960,1830,1620,1720,1780,1670,1590,1600,1490,1390,1230,1260,1350,1110,700,660,770
6103,Macau,50,40,50,30,30,60,50,80,60,80,60,50,40,50,50,90,50,30,20
6104,Mongolia,50,50,50,20,20,40,40,70,110,90,110,130,130,200,330,410,550,260,160
6105,Taiwan,920,890,830,800,810,870,950,870,1100,1610,2320,1960,1970,2040,2270,2610,1070,640,580
6201,Japan,2010,2100,2090,2310,1840,2100,1700,1740,1670,1670,1700,1760,1750,1980,2030,2020,1000,950,910
6202,"Korea, North",80,90,90,120,60,90,100,70,60,50,30,50,60,50,50,60,30,40,30
6203,"Korea, South",2760,2970,3100,3570,3890,4750,4960,4570,4130,4440,4110,3810,3950,4240,4570,4970,2350,2030,1620
7101,Bangladesh,370,400,340,330,340,370,470,390,380,440,420,410,450,530,610,660,710,750,490
7102,Bhutan,10,20,10,20,20,10,10,20,30,30,20,30,30,30,40,20,20,20,20
7103,India,2130,2660,2850,2910,3370,4340,4700,3980,3740,3790,3750,3770,3840,4040,4670,6400,7180,7350,4740
7104,Maldives,10,10,10,10,10,10,20,10,10,10,20,10,20,10,20,10,10,0,0
7105,Nepal,130,110,100,110,230,420,660,450,470,450,450,420,510,620,800,1600,1510,1530,1010
7106,Pakistan,360,350,300,330,310,350,380,360,420,430,480,520,640,680,710,1330,1010,960,690
7107,Sri Lanka,360,340,330,310,280,360,400,340,310,410,470,510,470,520,500,490,410,520,410
7201,Afghanistan,80,70,40,50,60,40,70,50,70,80,60,50,70,60,70,80,70,100,150
7202,Armenia,10,10,10,0,10,10,10,10,10,10,10,10,10,20,10,20,10,10,10
7203,Azerbaijan,0,10,0,10,0,0,10,0,10,10,10,0,10,10,10,10,10,10,10
7204,Georgia,10,10,0,0,10,10,10,0,10,10,10,0,10,10,20,10,10,20,10
7205,Kazakhstan,10,10,10,10,20,10,10,10,30,20,30,20,30,40,40,40,30,30,30
7206,Kyrgyzstan,10,0,0,0,0,0,0,10,0,10,10,0,10,10,0,10,10,10,10
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,30,40,40,30
8101,Bermuda,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,10
8102,Canada,800,870,870,1100,1380,1200,1120,960,1230,960,970,970,1070,1210,1110,1020,540,830,780
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,2740,3320,2480,4380,5560,3890,3450,3220,4310,3050,2980,3020,3330,3650,3780,2910,1750,2540,2540
8201,Argentina,120,130,130,130,180,150,130,110,150,130,160,220,270,310,410,500,360,850,350
8202,Bolivia,20,20,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10
8203,Brazil,360,410,450,630,840,980,1030,900,910,830,1190,780,1030,1440,1780,2310,1120,1100,770
8204,Chile,210,210,180,240,260,280,320,310,290,310,300,360,440,520,600,710,280,400,260
8205,Colombia,160,120,170,180,240,320,350,310,310,400,420,380,410,570,670,670,530,600,380
8206,Ecuador,40,40,30,30,30,30,30,30,50,40,50,50,30,40,40,50,20,40,30
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,0,10,10,10,10,0,0,10,0,0,0,0,0,10
8212,Paraguay,10,0,10,0,10,10,10,10,0,10,10,10,10,20,10,10,0,10,10
8213,Peru,90,80,70,80,140,130,140,170,130,140,160,150,130,140,170,170,70,140,120
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,80,80,70,80,70,50,60,60,60,50,60,50,60,70,90,90,70,90,60
8216,Venezuela,50,30,30,30,30,30,40,40,50,50,40,60,80,120,80,70,40,90,40
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,10,10,10,10,10,0,0,10,30,10,10,10,10,20,20,10,10,10,10
8303,El Salvador,10,20,10,20,20,10,20,10,10,20,20,20,20,20,20,10,10,10,10
8304,Guatemala,10,0,0,0,10,10,10,0,10,0,10,10,10,10,10,10,20,0,0
8305,Honduras,10,0,0,10,0,0,10,0,0,0,0,10,0,10,10,10,0,10,0
8306,Mexico,100,110,100,110,190,120,130,80,200,170,120,160,150,190,180,250,120,140,110
8307,Nicaragua,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10
8308,Panama,10,0,10,0,10,10,0,10,10,0,10,10,0,10,10,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
8405,Barbados,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,0,10,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,10,0,0,10,10,0,10,10,20,10,10,10,10,10,0,10,0,10,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8415,Jamaica,10,10,10,20,20,10,10,10,20,10,10,10,10,20,20,10,0,10,10
8416,Martinique,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,10,0,0,20,0,10,0,10,10,10,0,10,10,10,10,0,10,10
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,10,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,10,10,10
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,10,0,0,0,10,0,0,0,10,10,0,10,10,0,0,0,0,0,10
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",0,0,0,10,0,10,10,0,10,10,10,10,10,0,10,10,0,10,10
9108,"Congo, Dem Rep",0,0,10,10,0,0,10,10,0,0,0,10,0,10,10,10,0,0,10
9111,Cote d'Ivoire,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,10,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,50,30,30,30,30,30,40,40,40,40,40,50,50,50,30,70,70,70,40
9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,0,0,0,0,10,10,0,10,10,10,0,10,0,0,10,10,10,0,0
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,40,30,40,30,30,40,20,30,40,40,60,60,60,60,110,100,110,70,70
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,10,10,0,0,0,0,0,10,0,0,10,0,10,10,0,10,0,0,0
9127,Sierra Leone,0,10,10,10,10,10,20,10,20,20,10,20,20,20,20,20,10,10,20
9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,10,0,0,0,0,10,0,10,0,10,10,0,0,10,0,10,0,10,0
9202,Botswana,20,50,50,20,40,30,30,10,20,10,20,20,10,10,10,10,10,10,10
9203,Burundi,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,10,0
9207,Ethiopia,10,10,10,20,20,20,10,20,20,20,10,20,30,20,20,30,20,40,30
9208,Kenya,90,90,70,70,70,80,70,90,80,70,60,70,80,70,100,90,70,80,80
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,10,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,0
9213,Malawi,10,0,10,10,0,0,10,10,10,10,10,0,10,10,10,10,10,10,0
9214,Mauritius,50,40,50,60,80,130,130,100,70,100,70,70,60,70,90,60,50,50,40
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,10,10,10,20,10,10,0,10,0,10,10,10,0,10,10,10,10,10,0
9217,Namibia,10,10,10,10,10,10,0,0,10,10,10,0,10,10,10,0,0,10,10
9218,Reunion,0,10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,0,0,10
9221,Rwanda,10,0,0,0,10,0,0,0,0,0,10,10,0,10,0,10,0,0,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
9224,Somalia,20,10,10,20,10,20,30,20,10,30,20,20,20,30,20,20,20,30,20
9225,South Africa,660,740,750,710,690,750,740,740,670,670,680,650,640,650,700,440,330,590,560
9226,Eswatini,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,10,0,0
9227,Tanzania,10,20,20,20,10,20,20,30,10,10,10,30,30,20,20,20,10,20,10
9228,Uganda,30,20,20,10,10,30,20,20,10,20,20,20,20,20,10,20,10,10,20
9231,Zambia,20,30,30,20,40,20,20,20,30,30,30,40,30,20,30,30,20,20,20
9232,Zimbabwe,70,50,90,80,90,100,120,90,90,80,100,70,70,100,90,80,90,90,70
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
